Year,Sex,Family status,Immigrant admission category,Landing age group,Income type,VALUE
2015,Both sexes,Principal applicants,Family class - parent or grandparent,25 to 34 years,All income,31000
2015,Both sexes,Principal applicants,Family class - parent or grandparent,35 to 44 years,All income,17600
2015,Both sexes,Principal applicants,Family class - parent or grandparent,45 to 54 years,All income,16300
2015,Both sexes,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,12300
2015,Both sexes,Principal applicants,Family class - parent or grandparent,65 years and over,All income,9000
2015,Both sexes,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,23000
2015,Both sexes,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,31000
2015,Both sexes,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,34000
2015,Both sexes,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,31000
2015,Both sexes,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,28000
2015,Both sexes,Principal applicants,Family class - spouses and partners,65 years and over,All income,18400
2015,Both sexes,Principal applicants,Family class - spouses and partners,Less than 20 years,All income,15900
2015,Both sexes,Principal applicants,Government-assisted refugees,20 to 24 years,All income,16500
2015,Both sexes,Principal applicants,Government-assisted refugees,25 to 34 years,All income,18300
2015,Both sexes,Principal applicants,Government-assisted refugees,35 to 44 years,All income,18600
2015,Both sexes,Principal applicants,Government-assisted refugees,45 to 54 years,All income,17900
2015,Both sexes,Principal applicants,Government-assisted refugees,55 to 64 years,All income,15700
2015,Both sexes,Principal applicants,Government-assisted refugees,Less than 20 years,All income,13900
2015,Both sexes,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,26000
2015,Both sexes,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,31000
2015,Both sexes,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,30000
2015,Both sexes,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,28000
2015,Both sexes,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,22000
2015,Both sexes,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,11900
2015,Both sexes,Principal applicants,Humanitarian and compassionate cases,Less than 20 years,All income,15600
2015,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,25000
2015,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,26000
2015,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,28000
2015,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,28000
2015,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,25000
2015,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",65 years and over,All income,18200
2015,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,21000
2015,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,34000
2015,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,32000
2015,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,27000
2015,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",55 to 64 years,All income,22000
2015,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",65 years and over,All income,9700
2015,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,12200
2015,Both sexes,Principal applicants,Other immigrants,25 to 34 years,All income,47000
2015,Both sexes,Principal applicants,Other immigrants,35 to 44 years,All income,45000
2015,Both sexes,Principal applicants,Other immigrants,45 to 54 years,All income,46000
2015,Both sexes,Principal applicants,Other immigrants,55 to 64 years,All income,72000
2015,Both sexes,Principal applicants,Other immigrants,Less than 20 years,All income,10600
2015,Both sexes,Principal applicants,Privately sponsored refugees,20 to 24 years,All income,20000
2015,Both sexes,Principal applicants,Privately sponsored refugees,25 to 34 years,All income,24000
2015,Both sexes,Principal applicants,Privately sponsored refugees,35 to 44 years,All income,23000
2015,Both sexes,Principal applicants,Privately sponsored refugees,45 to 54 years,All income,22000
2015,Both sexes,Principal applicants,Privately sponsored refugees,55 to 64 years,All income,15800
2015,Both sexes,Principal applicants,Privately sponsored refugees,65 years and over,All income,10800
2015,Both sexes,Principal applicants,Privately sponsored refugees,Less than 20 years,All income,16300
2015,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,42000
2015,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,52000
2015,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,58000
2015,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,60000
2015,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,77000
2015,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",65 years and over,All income,44000
2015,Both sexes,Principal applicants,Refugee dependents,20 to 24 years,All income,17100
2015,Both sexes,Principal applicants,Refugee dependents,25 to 34 years,All income,19500
2015,Both sexes,Principal applicants,Refugee dependents,35 to 44 years,All income,19100
2015,Both sexes,Principal applicants,Refugee dependents,45 to 54 years,All income,18400
2015,Both sexes,Principal applicants,Refugee dependents,55 to 64 years,All income,18800
2015,Both sexes,Principal applicants,Refugee dependents,Less than 20 years,All income,11000
2015,Both sexes,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,23000
2015,Both sexes,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,27000
2015,Both sexes,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,28000
2015,Both sexes,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,25000
2015,Both sexes,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,20000
2015,Both sexes,Principal applicants,Refugees landed in Canada,65 years and over,All income,17500
2015,Both sexes,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,16400
2015,Both sexes,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,48000
2015,Both sexes,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,46000
2015,Both sexes,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,46000
2015,Both sexes,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,45000
2015,Both sexes,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,64000
2015,Both sexes,Principal applicants,"Skilled workers, principal applicants",65 years and over,All income,51000
2015,Both sexes,Principal applicants,"Skilled workers, principal applicants",Less than 20 years,All income,35000
2015,Both sexes,Spouses,"Business class, spouses and dependents",20 to 24 years,All income,17800
2015,Both sexes,Spouses,"Business class, spouses and dependents",25 to 34 years,All income,19500
2015,Both sexes,Spouses,"Business class, spouses and dependents",35 to 44 years,All income,21000
2015,Both sexes,Spouses,"Business class, spouses and dependents",45 to 54 years,All income,18800
2015,Both sexes,Spouses,"Business class, spouses and dependents",55 to 64 years,All income,21000
2015,Both sexes,Spouses,"Business class, spouses and dependents",65 years and over,All income,6900
2015,Both sexes,Spouses,"Canadian experience class, spouses and dependents",20 to 24 years,All income,23000
2015,Both sexes,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,37000
2015,Both sexes,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,42000
2015,Both sexes,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,36000
2015,Both sexes,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,32000
2015,Both sexes,Spouses,"Canadian experience class, spouses and dependents",65 years and over,All income,30000
2015,Both sexes,Spouses,Family class - other,25 to 34 years,All income,23000
2015,Both sexes,Spouses,Family class - other,35 to 44 years,All income,25000
2015,Both sexes,Spouses,Family class - other,45 to 54 years,All income,17600
2015,Both sexes,Spouses,Family class - parent or grandparent,20 to 24 years,All income,19600
2015,Both sexes,Spouses,Family class - parent or grandparent,25 to 34 years,All income,30000
2015,Both sexes,Spouses,Family class - parent or grandparent,35 to 44 years,All income,21000
2015,Both sexes,Spouses,Family class - parent or grandparent,45 to 54 years,All income,12400
2015,Both sexes,Spouses,Family class - parent or grandparent,55 to 64 years,All income,9800
2015,Both sexes,Spouses,Family class - parent or grandparent,65 years and over,All income,8200
2015,Both sexes,Spouses,Family class - spouses and partners,25 to 34 years,All income,49000
2015,Both sexes,Spouses,Family class - spouses and partners,35 to 44 years,All income,29000
2015,Both sexes,Spouses,Government-assisted refugees,20 to 24 years,All income,15200
2015,Both sexes,Spouses,Government-assisted refugees,25 to 34 years,All income,15500
2015,Both sexes,Spouses,Government-assisted refugees,35 to 44 years,All income,14500
2015,Both sexes,Spouses,Government-assisted refugees,45 to 54 years,All income,15400
2015,Both sexes,Spouses,Government-assisted refugees,55 to 64 years,All income,8200
2015,Both sexes,Spouses,Humanitarian and compassionate cases,20 to 24 years,All income,18400
2015,Both sexes,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,22000
2015,Both sexes,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,25000
2015,Both sexes,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,23000
2015,Both sexes,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,17400
2015,Both sexes,Spouses,Humanitarian and compassionate cases,65 years and over,All income,5900
